ID,nom_id,revision_code,name,altitude_igm,latitude_south,longitude_west,observations,comment,igm_rectangle_id,mountain_id
805,Rio Leones_22,22,Cerro del Avion,4530,32º 37' 38'',70º 09' 15'',"Fuente: G. Muratti, Rosario",,25,805
806,Rio Leones_29,29,Cerro Tordillo,4670,32º 35' 23'',70º 13' 00'',,,25,806
807,Rio Leones_30,30,Cerro Falso Tordillo,4583,32º 35' 45'',70º 14' 20'',,,25,807
808,Rio Leones_31,31,P4487,4487,32º 36' 22'',70º 13' 10'',Nombre ?,,25,808
809,Rio Leones_32,32,P4866,4866,32º 36' 16'',70º 09' 48'',Nombre ? Cumbre fronteriza,,25,809
810,Rio Leones_33,33,Punta Consuelo,5171,32º 36' 16'',70º 02' 47'',"Info. personal de Heinz Koch / Valparaiso
Abril 2008 (Proyecto Aconcagua (intento) Enero 1954) / Altura y coordenadas segun SGIM",,25,810
811,Rio Leones_34,34,Cerro Fitz Gerald,5357,32º 36' 50'',70º 00' 54'',Altura y coordenadas segun SGIM,,25,811
812,Rio Leones_35,35,Cerro Ameghino,5883,32º 37',69º 59',Cota segun IGM_A,,25,812
813,Rio Leones_36,36,Cerro Horcones,5432,32º 37' 06'',70º 05' 10'',,,25,813
814,Rio Leones_37,37,Cerro Pan de Azucar,5277,32º 37' 12'',70º 06' 50'',,,25,814
815,Rio Leones_39,39,Punta Hartmut,5408,32º 37' 05'',70º 04' 39'',"En memoria del recordado y excelente deportista Hartmut Schmidt / Valparaiso, que escalara esta cumbre (presuntamente en primera ascension), luego el Aconcagua, y falleciera a los pocos dias en un accidente de trafico (1958) / Altura y coordenadas segun IGM-Ch",,25,815
816,Rio Leones_40,40,Cerro Cuerno,5510,32º 37' 17'',70º 03' 38'',,,25,816
817,Rio Leones_41,41,Cerro Punton de Mancilla,4610,32º 37' 43'',70º 10' 22'',,,25,817
818,Rio Leones_42,42,Cerro Potrero Escondido,3955,32º 38' 00'',70º 12' 02'',,,25,818
819,Rio Leones_43,43,Cerro Capucha Blanca,4413,32º 38' 25'',70º 10' 44'',,,25,819
820,Rio Leones_44,44,Cerro Don Damasio,4521,32º 38' 22'',70º 08' 58'',Cumbre fronteriza,,25,820
821,Rio Leones_45,45,Cerro Catedral,5308,32º 38' 35'',70º 04' 56'',,,25,821
822,Rio Leones_46,46,Morro del Catedral,5041,32º 38' 42'',70º 04' 21'',,,25,822
823,Rio Leones_47,47,Cerro Manso,5557,32º 38' 15'',70º 02' 12'',Altura y coordenadas segun SGIM,,25,823
824,Rio Leones_49,49,Cerro Aconcagua,6959,32º 39' 12'',70º 00' 41'',"Altura segun SGIM; 
coordenadas segun Meridies/2005",,25,824
825,Rio Leones_50,50,"Cerro Aconcagua
Cumbre Sur",6930,32º 39' 36'',70º 01' 07'',"Altura segun SGIM; 
coordenadas segun Meridies/2005",,25,825
826,Rio Leones_51,51,"Cerro Bonete
(del Sur)",5077,32º 39' 20'',70º 05' 10'',"Hay otro Bonete, cerca del Paso de Leiva (latitud 32° -30')",,25,826
827,Rio Leones_52,52,Punta Walter Schiller,4930,32º 39' 23'',70º 04' 40'',,,25,827
828,Rio Leones_54,54,Cerro Albino,4254,32º 39' 08'',70º 10' 45'',,,25,828
829,Rio Leones_55,55,Cerro Riscado,4437,32º 39' 05'',70º 08' 49'',Entre paso y portezuelo Contrabandistas; Cumbre fronteriza,,25,829
830,Rio Leones_56,56,Cerro Molina,4263,32º 39' 35'',70º 11' 05'',,,25,830
831,Rio Leones_58,58,Cerro Tres Valles,5006,32º 41' 03'',70º 05' 37'',"Altura y coordenadas segun IGM-Ch
Gentileza de Dario Bracali (QEPD)",,25,831
832,Rio Leones_59,59,Cerro Piramidal,5700,32º 41' 02'',70º 01' 28'',Altura y Coordenadas segun Meridies/2005,,25,832
833,Rio Leones_60,60,Mirador,5511,32º 41' 54'',70º 00' 06'',Altura y Coordenadas segun Meridies/2005,,25,833
834,Rio Leones_61,61,Cerro Loma Amarilla,3805,32º 40' 58'',70º 12' 10'',,,25,834
835,Rio Leones_62,62,Cerro Los Toldos,3970,32º 41' 04'',70-10-57,,,25,835
836,Rio Leones_63,63,Cerro Dedos (Nuevo),5026,"32º 41' 08""",70º 04' 28'',"Reposicionado mas al Norte, de acuerdo a mapa Meridies / Gentileza de Dario Bracali (QEPD) / Altura y coordenadas segun IGM-Ch / Ver # 69",,25,836
837,Rio Leones_64,64,Morro Trigo,3427,32º 42' 34'',70º 11' 25'',,,25,837
838,Rio Leones_65,65,P4587,4587,32º 42' 33'',70º 08' 38'',Nombre ? Cumbre fronteriza,,25,838
839,Rio Leones_66,66,Morro Promontorio,4917,32º 42' 51'',69º 59' 16'',Altura y Coordenadas segun Meridies/2005,,25,839
840,Rio Leones_67,67,Nevado Matienzo,5044,32º 42' 28'',70º 05' 19'',,,25,840
841,Rio Leones_69,69,Cerro Dedos (Original),5044,32º 43' 11'',70º 03' 50'',Este es el Cerro Dedos original / Gentileza de G. Muratti / Ver # 63,,25,841
842,Rio Leones_70,70,Cerro Guardian del Portillo,4532,32º 43' 30'',70º 08' 48'',Cumbre fronteriza,,25,842
843,Rio Leones_71,71,"Cerro Tres Hermanos
Norte",4751,32º 43' 45'',70º 08' 09'',,,25,843
844,Rio Leones_72,72,"Cerro Tres Hermanos
Central",4595,32º 44' 25'',70º 07' 53'',,,25,844
845,Rio Leones_73,73,P4491,4491,32º 44' 25'',70º 09' 50'',Nombre ?,,25,845
846,Rio Leones_74,74,Cerro Mexico,5158,32º 44' 36'',70º 02' 42'',,,25,846
847,Rio Colorado_1,1,Sin Nombre,3773,32º 31' 04'',70º 19' 16'',Cordon Norte de La Cruz del Padre,,26,847
848,Rio Colorado_2,2,Sin Nombre,3835,32º 31' 50'',70º 19' 46'',Cordon Norte de La Cruz del Padre,,26,848
849,Rio Colorado_3,3,Mancilla,4057,32º 33' 36'',70º 15' 42'',,,26,849
850,Rio Colorado_4,4,La Gringa,3970,32º 33' 33'',70º 16' 28'',,,26,850
851,Rio Colorado_5,5,Llaretal Norte,3428,32º 33' 54'',70º 28' 54'',,,26,851
852,Rio Colorado_6,6,Llaretal Sur,3370,32º 34' 42'',70º 28' 53'',,,26,852
853,Rio Colorado_7,7,"Cruz del Padre
Norte",3805,32º 33' 21'',70º 20' 31'',,,26,853
854,Rio Colorado_8,8,"Cruz del Padre
Centro",3807,32º 34' 07'',70º 20' 53'',,,26,854
855,Rio Colorado_9,9,"Cruz del Padre
Sur",3754,32º 35' 15'',70º 21' 55'',,,26,855
856,Rio Colorado_10,10,Molina,3607,32º 34' 34'',70º 25' 20'',,,26,856
857,Rio Colorado_11,11,Bocon,4071,32º 37' 29'',70º 15' 37'',,,26,857
858,Rio Colorado_12,12,El Padre,4085,32º 37' 12'',70º 22' 08'',,,26,858
859,Rio Colorado_13,13,Sin Nombre,3742,32º 37' 24'',70-27-07,,,26,859
860,Rio Colorado_14,14,Sin Nombre,3968,32º 38' 46'',70º 21' 57'',,,26,860
861,Rio Colorado_15,15,Morro La Laguna,3780,32º 39' 13'',70º 27' 00'',,,26,861
862,Rio Colorado_16,16,Llaretas,4015,32º 39' 23'',70º 15' 24'',,,26,862
863,Rio Colorado_17,17,Alto del Cobre,3632,32º 40' 25'',70º 27' 58'',,,26,863
864,Rio Colorado_18,18,Sin Nombre,3855,32º 39' 56'',70º 21' 37'',,,26,864
865,Rio Colorado_19,19,Sin Nombre,3751,32º 40' 54'',70º 22' 02'',C° Bonito ?! (Quebrada),falta en el mapa,26,865
866,Rio Colorado_20,20,Corral de Piedra,3493,32º 41' 25'',70º 26' 59'',Patrimonio arqueologico (Petroglifos),,26,866
867,Rio Colorado_21,21,Sin Nombre,3778,32º 40' 33'',70º 15' 54'',,C° Tordillo !? (Cordón),26,867
868,Rio Colorado_22,22,Sin Nombre,3682,32º 41' 48'',70º 15' 48'',C° Potrero Alto ?! (al lado),falta en el mapa,26,868
869,Rio Colorado_23,23,El Azufre,3344,32º 42' 44'',70º 16' 29'',,,26,869
870,Rio Colorado_24,24,Piedras Negras,3776,32º 43' 08'',70º 22' 10'',Patrimonio arqueologico,,26,870
871,Rio Colorado_25,25,Alto de las Minas,3622,32º 44' 42'',70º 22' 18'',,,26,871
872,Rio Colorado_26,26,Morro El Paico,2330,32º 43' 20'',70º 26' 40'',,,26,872
873,Rio Colorado_27,27,La Torre,2831,32º 44' 14'',70º 17' 12'',,,26,873
874,Paso Las Leñas_1,1,Alto de la Mamá,4867,34º 15' 05'',70º 06' 49'',,,27,874
875,Paso Las Leñas_2,2,Punta Mistral,4641,34º 15' 54'',70º 06' 44'',Nombre = info Elvis Acevedo / 8Ene2009,,27,875
876,Paso Las Leñas_3,3,Alto de la Engorda,4072,"34° 15' 15,2''","70° 11' 41,3''",Ver perrosalpinos/relatos/exped. zona de Pangal y Foto 24_18B,"Rev 17 Jun 2009/UL 
Ver item 34",27,876
877,Paso Las Leñas_4,4,"Picos del Barroso
cumbre central",5174,34º 16' 58'',70º 01' 53'',"Cumbre fronteriza, la más alta",,27,877
878,Paso Las Leñas_5,5,"PdB
cumbre chilena",5135,34º 16' 35'',70º 02' 57'',,,27,878
879,Paso Las Leñas_6,6,"PdB
cumbre argentina",5165,34º 16' 54'',70º 00' 14'',,,27,879
880,Paso Las Leñas_7,7,"PdB
cumbre oeste",5113,34º 16' 52'',70º 03' 37'',,,27,880
881,Paso Las Leñas_8,8,Corona de Don Manuel,4493,34º 16' 40'',70º 08' 26'',Nombre = info Elvis Acevedo / 8Ene2009,,27,881
882,Paso Las Leñas_9,9,"Punta de Don Manuel
Este",4380,34º 16' 42'',70º 07' 58'',,,27,882
883,Paso Las Leñas_10,10,"Punta de Don Manuel
Sur",4225,34º 17' 28'',70º 08' 06'',,,27,883
884,Paso Las Leñas_11,11,P4872,4872,34º 17' 22'',70º 03' 51'',,Elvis Acevedo / U Lorber / Agosto 2009,27,884
885,Paso Las Leñas_12,12,P4130,4130,34º 17' 07'',70º 11' 41'',,,27,885
886,Paso Las Leñas_13,13,Aguja,4612,34º 18' 03'',70º 03' 59'',"Nombre de acuerdo a Club Andino Rancagua, Expedicion Cajon Cachapoal 1961 (A. Figueroa); Ver esquema",Elvis Acevedo / U Lorber / Agosto 2009,27,886
887,Paso Las Leñas_14,14,P4595,4595,34º 18' 40'',70º 04' 02'',Nombre ?,,27,887
888,Paso Las Leñas_15,15,P4153,4153,34º 20' 02'',70º 05' 54'',"Nombre ?
Cerro Las Vegas ?",,27,888
889,Paso Las Leñas_17,17,Paja Grande,4446,34º 22' 13'',70º 01' 21'',Cumbre fronteriza,,27,889
890,Paso Las Leñas_18,18,Cruceros,3748,34º 25' 27'',70º 06' 12'',,,27,890
891,Paso Las Leñas_19,19,Morro del Atravieso,4590,34º 26' 45'',70º 03' 13'',,,27,891
892,Paso Las Leñas_20,20,Kiñewen,4120,34º 27' 45'',70º 04' 36'',Cumbre fronteriza; Ver Nota en andeshandbook,,27,892
893,Paso Las Leñas_21,21,Bayo,4430,34º 28' 19'',70º 06' 46'',Cumbre fronteriza,,27,893
894,Paso Las Leñas_22,22,Aguja Rucaray,4103,34º 15' 58'',70º 05' 18'',2.8.2011 / EAR / UL,entre Alto de la Mamá y Picos del Barroso,27,894
895,Paso Las Leñas_23,23,Mirador de la Caleria,4034,34º 16' 01'',70º 05' 05'',2.8.2011 / EAR / UL,entre Alto de la Mamá y Picos del Barroso,27,895
896,Paso Las Leñas_24,24,P4237,4237,34º 16' 07'',70º 04' 32'',2.8.2011 / EAR / UL,entre Alto de la Mamá y Picos del Barroso,27,896
897,Paso Las Leñas_25,25,P3511,3511,34º 22' 49'',70º 13' 05'',,,27,897
898,Paso Las Leñas_26,26,Fragüita,3856,34º 22' 58'',70º 11' 18'',,,27,898
899,Paso Las Leñas_27,27,Gato Negro,3767,34º 17' 50'',70º 14' 34'',Cordon los Metalitos,,27,899
900,Paso Las Leñas_28,28,P3935,3935,34º 17' 36'',70º 13' 53'',Cordon los Metalitos,,27,900
901,Paso Las Leñas_29,29,P3992,3992,34º 17' 03'',70º 12' 31'',Cordon los Metalitos,,27,901
902,Paso Las Leñas_30,30,Socavones,3788,34º 25' 41'',70º 14' 45'',Ver Lliboutry,,27,902
903,Paso Las Leñas_31,31,Placilla,3996,34º 23' 35'',70º 07' 05'',,,27,903
904,Paso Las Leñas_32,32,P4116,4116,34º 15' 28'',70º 10' 36'',"Alto de la Engorda # 2
Ver item 3 de esta hoja",,27,904
905,Paso Las Leñas_33,33,P4013,4013,34º 15' 39'',70º 09' 45'',Antecumbre del grupo Don Manuel,,27,905
906,Paso Las Leñas_34,34,P4050,4050,34º 16' 06'',70º 09' 07'',Antecumbre del grupo Don Manuel,,27,906
